Aspect Ratio b/a	x=w (mm)	y=F_{n,b/a} (N)
	0.2	0.0365148754934124
	0.20500000000000002	0.0365353147357814
	0.21000000000000002	0.0365605775804284
	0.21500000000000002	0.0365749950584965
	0.21999999999999997	0.0365990734821909
	0.22499999999999998	0.0366219635901661
	0.2300000000000001	0.0366418939504364
	0.235	0.0366613944344378
	0.24	0.0366836490258142
	0.245	0.036706826003727
	0.2499999999999999	0.0367212846989642
	0.2549999999999999	0.0367441275476425
	0.26	0.0367661639674116
	0.2649999999999999	0.036784729142136
	0.2699999999999999	0.0368053996665569
	0.2749999999999999	0.0368251283030037
	0.27999999999999997	0.0368470819266027
	0.285	0.0368652028119851
	0.29	0.0368837646336948
	0.295	0.0369054250604186
	0.3	0.0369254135043267
	0.305	0.0369448094841318
	0.31	0.0369644857908537
	0.315	0.0369840371822138
	0.32	0.0370049746461439
	0.325	0.037024911617659
	0.33	0.0370416707525474
	0.335	0.0370624920983513
	0.34000000000000014	0.0370831242400387
	0.34500000000000003	0.0371010666782773
	0.35000000000000003	0.0371222786125588
	0.35500000000000004	0.0371404350132966
	0.36000000000000004	0.0371607645701118
	0.36500000000000005	0.0371809796035997
	0.37000000000000005	0.0372003856916567
	0.37500000000000006	0.0372180742537976
	0.38000000000000006	0.0372383158118344
	0.38500000000000006	0.0372583428746221
	0.39000000000000007	0.0372765871682029
	0.3950000000000001	0.0372972592593365
	0.4000000000000002	0.0373165161336157
2
	0.0	3.12873265922932e-15
	0.0050000000000000044	0.0012789297912574
	0.010000000000000009	0.0042663374274907
	0.015000000000000013	0.0067522773860365
	0.020000000000000018	0.0091546952904294
	0.024999999999999994	0.0115780949852344
	0.03	0.0140048398342878
	0.035	0.0164440899508349
	0.04000000000000001	0.0188825850504594
	0.04500000000000001	0.0213258395285778
	0.05000000000000002	0.0237746354096691
	0.05499999999999999	0.0262090721930524
	0.06	0.028670123879572
	0.065	0.0311080407599432
	0.0699999999999999	0.0335604972275243
	0.07500000000000001	0.0360118499234733
	0.0799999999999999	0.0384478765632652
	0.08499999999999999	0.0409028182566602
	0.09	0.0433403198550307
	0.095	0.0457833883916061
	0.1	0.0482153355267379
	0.10500000000000001	0.0506572947640718
	0.11000000000000001	0.0530818682254859
	0.11500000000000002	0.0555220384629871
	0.12000000000000002	0.0579465931581158
	0.12500000000000003	0.0603676672148935
	0.13000000000000003	0.0627870838418879
	0.13499999999999998	0.0652003290148327
	0.13999999999999999	0.0675813854907205
	0.1450000000000001	0.0689324255300598
	0.15	0.0682189243208337
	0.155	0.069074281854678
	0.16	0.0689830672546364
	0.165	0.0689556140146176
	0.17	0.0689775303979927
	0.17500000000000002	0.0689915473722274
	0.18000000000000002	0.0690116579691836
	0.18500000000000003	0.0689965701282506
	0.19000000000000003	0.0689854938636023
	0.19499999999999998	0.0689926005914252
	0.19999999999999998	0.0690045319408915
	0.205	0.0690035577079254
	0.21	0.0690007134442733
	0.215	0.0690102306580722
	0.22	0.0690137391426718
	0.225	0.0690235275114524
	0.23	0.0690188874981938
	0.23500000000000001	0.0690277295975577
	0.24000000000000002	0.0690235038747727
	0.24500000000000002	0.0690366132070622
	0.25	0.0690365934658465
	0.255	0.0690453680155299
	0.26	0.0690424688185212
	0.265	0.0690580176534243
	0.27000000000000013	0.069057010673338
	0.275	0.0690663612495463
	0.28	0.0690705199582923
	0.28500000000000003	0.0690781873946267
	0.2899999999999999	0.0690834774560669
	0.29499999999999993	0.0690870432766242
	0.30000000000000004	0.0690997635314313
	0.30499999999999994	0.0691015570161158
	0.30999999999999994	0.0691143055306158
	0.31499999999999995	0.06911857483752
	0.31999999999999995	0.0691251220822019
	0.32499999999999996	0.0691379447152425
	0.32999999999999996	0.0691421418898495
	0.33499999999999996	0.0691533381689214
	0.33999999999999997	0.0691623488049476
	0.345	0.0691681032934957
	0.35	0.0691800298680628
	0.355	0.0691883428387903
	0.36	0.0691951257140799
	0.365	0.0692080488375171
	0.37	0.0692146458017387
	0.375	0.0692231133227802
	0.3800000000000001	0.0692362840960605
	0.385	0.0692448766697176
	0.39	0.0692541378011077
	0.395	0.0692669017803136
	0.4	0.0692753822972016
