Aspect Ratio b/a	x=u (mm)	y=F_{t,b/a} (N)
	0.8400000000000001	0.0046126846379878
	0.8600000000000001	0.0047468494118501
	0.8800000000000001	0.0048823960383672
	0.9000000000000002	0.005019328214425
	0.92	0.0051576492808757
	0.94	0.0052973623186998
	0.9600000000000001	0.0054384702387211
	0.98	0.0055809758645748
	1.0	0.0057248820087896
0.1
	0.0	0.0
	0.02	4.5924665322165406e-05
	0.04	9.189043682260062e-05
	0.060000000000000005	0.0001379186038693937
	0.08	0.0001840488166497017
	0.1	0.0002303153066409969
	0.12000000000000001	0.0002767520255736097
	0.13999999999999999	0.00032339238325920067
	0.16	0.000370269152268018
	0.18000000000000002	0.0004174143765453916
	0.2	0.0004648592853267969
	0.22000000000000003	0.0005126342130531636
	0.24000000000000002	0.0005607685259433766
	0.26	0.0006092905558270745
	0.28	0.0006582275417725857
	0.30000000000000004	0.0007076055799677618
	0.32	0.0007574495822215864
	0.34	0.000807783243356606
	0.36000000000000004	0.0008586290176546094
	0.38	0.0009100081044076122
	0.4	0.0009619404425096296
	0.42000000000000004	0.001014444713909
	0.44000000000000006	0.0010675383556292
	0.46	0.0011212375799541
	0.48000000000000004	0.0011755574022778
	0.5	0.0012305116760223
	0.52	0.0012861131339558
	0.54	0.0013423734351724
	0.56	0.0013993032169539
	0.58	0.0014569121506974
	0.6000000000000001	0.0015152090010836
	0.62	0.0015742016876632
	0.64	0.0016338973480603
	0.6600000000000001	0.0016943024020281
	0.68	0.0017554226156441
	0.7000000000000001	0.0018172631649913
	0.7200000000000001	0.0018798286987448
	0.7400000000000001	0.0019431233991549
	0.76	0.0020071510409998
	0.7800000000000001	0.0020719150481572
	0.8	0.0021374185475206
	0.8200000000000001	0.0022036644200563
	0.8400000000000001	0.0022706553488669
	0.8600000000000001	0.0023383938641809
	0.8800000000000001	0.0024068823852451
	0.9000000000000002	0.0024761232591373
	0.92	0.002546118796556
	0.94	0.0026168713046727
	0.9600000000000001	0.0026883831171582
	0.98	0.0027606566215087
	1.0	0.0028336942838147
